,Epoch index,age_of_view,new_age_of_view,timeliness,consistence,completeness,intel_arrival_time,queuing_time,transmitting_time,service_time,service_rate,received_data,required_data
0,,,,,,,,,,,,,
1,0,0.6173598600841783,273.490418017291,90.12061036016192,724.7485678354759,0.7584171440548421,11.469981250906795,0.026137618477085785,0.599401805869075,12.095520675252954,0.0,4413,5814
2,1,0.6210756830437435,275.1365275883784,81.18124563968512,713.9243281173304,0.7620252239608903,9.865115484243706,0.02582903752971283,0.5875921745673442,10.478536696340756,0.0,4440,5814
3,2,0.6365920514603859,282.01027879695096,76.71960926538178,684.6827363757386,0.7717724212080872,10.569154282505925,0.02576014935993745,0.5782129420617008,11.173127373927565,0.0,4490,5814
4,3,0.6467129675340203,286.49384461757097,74.81255388481573,654.8365197631566,0.7817211600789485,8.347709912871151,0.026106465813061468,0.5806471030850265,8.954463481769247,0.0,4556,5814
5,4,0.630508845656638,279.31541862589063,81.65872659115398,694.023555451321,0.76865881484956,10.754542129996643,0.02516679037202636,0.5838976674191124,11.363606587787778,0.0,4473,5814
6,5,0.6481120141822105,287.1136222827193,73.63601069705082,659.7132551421495,0.7800955816192835,7.860770336297942,0.02604630078321278,0.5825696012039134,8.469386238285065,0.0,4548,5814
7,6,0.6486606388814232,287.3566630244705,74.67766224307513,644.3249658543114,0.7852250113818959,8.213861373333721,0.02608724299332038,0.5861023325808885,8.826050948907934,0.0,4556,5814
8,7,0.6338875873322093,280.81220118816873,78.43287367455446,686.764528323445,0.7710787143631389,21.109857031408193,0.026154329182984,0.5843303235515425,21.72034168414272,0.0,4489,5814
9,8,0.609495228836168,270.00638637442245,85.28121355605394,733.3655622030341,0.755544812598989,11.059515111728821,0.026074885208799758,0.5941685477802862,11.679758544717899,0.0,4407,5814
10,9,0.6528517715294657,289.2133347875533,80.37871639582808,644.245727936473,0.7852514240211759,19.91052970893181,0.024791750854974294,0.5783671933784805,20.513688653165257,0.0,4580,5814
11,10,0.6206022663815193,274.92680400701306,80.57245450749755,718.5033739774146,0.760498875340862,6.365383231180913,0.026168272382953998,0.5909819413092556,6.9825334448731216,0.0,4432,5814
12,11,0.624835672108147,276.80220274390916,84.65458500533538,715.737563790611,0.7614208120697968,9.799741986373553,0.025933252053261042,0.5915462753950338,10.41722151382185,0.0,4436,5814
13,12,0.6297974683228138,279.0002784670065,79.51585430350858,699.4638450338227,0.7668453849887265,17.759443533450014,0.025991294599930822,0.5817945823927769,18.367229410442736,0.0,4458,5814
14,13,0.6445219003373864,285.52320184946217,79.51076081835642,659.8309046108142,0.7800563651297286,12.386501265048,0.02536674888576368,0.5835590669676454,12.995427080901393,0.0,4542,5814
15,14,0.6267408476874682,277.6461955255484,82.53467803902291,697.9805183529792,0.767339827215673,9.113079221722911,0.025901985701265482,0.5884273890142969,9.727408596438469,0.0,4472,5814
16,15,0.6373451654666806,282.34390830173953,83.02441203185049,669.7225648692919,0.7767591450435701,12.37168371644579,0.025699648059155516,0.5782693754702789,12.97565273997523,0.0,4522,5814
17,16,0.6401554347012034,283.5888575726331,80.22461564795829,676.662596244989,0.7744458012516703,9.335944817567158,0.026257924910388458,0.5812302483069978,9.943432990784538,0.0,4505,5814
18,17,0.6207776988661832,275.00452059771914,92.29124808218648,704.2443260276217,0.7652518913241259,10.63017390904133,0.02614062267144096,0.5914296463506403,11.24774417806341,0.0,4451,5814
19,18,0.6353254451524782,281.44917220254786,78.81034866437547,682.5983459730642,0.7724672180089789,10.365242303794178,0.025843250485830936,0.5842212189616256,10.975306773241641,0.0,4507,5814
20,19,0.6183427269215445,273.9258280262442,79.83417920672774,724.5538039838269,0.7584820653387241,10.160937975896022,0.026361745277688527,0.5940142964635069,10.78131401763723,0.0,4422,5814
21,20,0.6447855169838953,285.6399840238656,95.70100081188797,654.3324057432409,0.7818891980855863,9.879004291860547,0.025588200428699297,0.5766591422121897,10.48125163450143,0.0,4547,5814
22,21,0.6295760465228316,278.9021886096144,78.76910167194173,698.1478829672959,0.767284039010901,9.428082573931977,0.025933480874153352,0.5886380737396543,10.042654128545786,0.0,4461,5814
23,22,0.6419769437078329,284.39578606257,77.95602150659889,667.2048811233916,0.7775985771188934,6.688930745079737,0.026423848054980326,0.582189616252822,7.297544209387544,0.0,4517,5814
24,23,0.6367896524863812,282.09781605146685,80.37312445036241,679.1901383041338,0.7736032872319559,18.239558191307353,0.026062698346122508,0.5832957110609488,18.84891660071441,0.0,4499,5814
25,24,0.6306332540434209,279.37053154123544,81.29396457400952,692.1306496362935,0.7692897834545696,7.023444948994741,0.02653611372008637,0.5862001504890901,7.63618121320392,0.0,4473,5814
26,25,0.6271255956269138,277.8166388627228,82.06232185466311,697.2891574189542,0.7675702808603485,8.91036713861156,0.026924734613757596,0.5830511662904446,9.52034303951577,0.0,4463,5814
27,26,0.6536359311653144,289.56071750623425,75.75469089089357,642.8161849437249,0.7857279383520925,8.860540875422755,0.026010013467341914,0.5848081264108357,9.471359015300937,0.0,4570,5814
28,27,0.6319026235657809,279.93286223964094,84.31238413311686,691.1575162985998,0.7696141612338002,10.126504907250416,0.025487968422402568,0.5788036117381495,10.730796487410965,0.0,4474,5814
29,28,0.6485951702294531,287.32766041164774,75.92581786565034,656.4784444299115,0.7811738518566961,9.735665756622337,0.026814696494380817,0.5953611738148988,10.357841626931629,0.0,4549,5814
30,29,0.6496086439856467,287.7766292856415,75.14675326164665,651.7346366951334,0.7827551211016226,7.712986195680479,0.025464158921167577,0.5772498118886382,8.315700166490284,0.0,4548,5814
31,30,0.6404276325197115,283.70944120623216,84.30417554310289,661.9719163455055,0.7793426945514981,8.92467738664965,0.025966336218055792,0.5759443190368702,9.52658804190458,0.0,4541,5814
32,31,0.627185461065741,277.84315925212326,83.04522106927664,703.1003326996555,0.7656332224334482,9.810659506540528,0.025340033180176302,0.5886681715575627,10.424667711278268,0.0,4455,5814
33,32,0.6484832911658608,287.2780979864763,144.8535775779747,649.8483175966246,0.7833838941344593,14.841501070513047,0.025562930241252144,0.5861662904439433,15.453230291198231,0.0,4561,5814
34,33,0.6516080244363377,288.6623548252976,76.0727915878128,645.137894460694,0.7849540351797689,9.948267845714534,0.026002825955754635,0.5713431151241538,10.545613786794444,0.0,4575,5814
35,34,0.651478307228132,288.6048901020625,73.80058628894116,647.2504170021103,0.7842498609992966,10.556809054448856,0.026120232961276947,0.5765989465763736,11.159528233986492,0.0,4566,5814
36,35,0.6155212467473438,272.6759123090733,93.19498738031032,726.079140949344,0.7579736196835523,160.6290167958728,0.026141961898722314,0.583096313017307,161.2382550707885,0.0,4410,5814
37,36,0.661338672111313,292.9730317453117,71.35316676904397,619.436940035134,0.793521019988289,8.825337931481466,0.02536223215631314,0.5848833709556064,9.435583534593382,0.0,4619,5814
38,37,0.6286688725989484,278.5003105613342,80.61372560688206,699.2384496617004,0.7669205167794334,18.301757604042415,0.02611264451754495,0.589954853273138,18.9178251018331,0.0,4464,5814
39,38,0.634062973057106,280.88989706429794,78.23981573805877,685.2988245764776,0.7715670584745074,6.869831115789283,0.025973717457105347,0.5842663656884876,7.480071198934869,0.0,4495,5814
40,39,0.6303003645542768,279.2230614975446,78.6342113749818,697.7355883394262,0.7674214705535253,8.425637426612658,0.026263324421716784,0.5893528969149737,9.04125364794936,0.0,4467,5814
41,40,0.6167026372964324,273.19926832231954,88.01496577560867,722.867689120511,0.7590441036264964,15.064662138736674,0.02556738621549214,0.5905605718585405,15.680790096810684,0.0,4424,5814
