,Epoch index,age_of_view,timeliness,consistence,completeness,queuing_time,transmitting_time,service_time,service_rate
0,,,,,,,,,
1,0.0,56.05785980971123,45.73430798617749,2929.1894609394617,0.4613320764203118,0.4880857756974082,0.0097999999999999,0.4978857756974086,0.0094444444444444
2,1.0,82.91046881922898,80.61271945948019,3564.192326838302,0.6139723678645244,0.2990670358415935,0.0148999999999999,0.3139670358415938,0.4672222222222231
3,2.0,66.20218387414819,71.5580071623277,3399.8020221391725,0.5187763672420534,0.1670547055832679,0.0109666666666666,0.1780213722499346,0.1272222222222221
4,3.0,65.25096952985456,92.0359140343835,3070.5088047725726,0.5514917642270584,0.1269951992279612,0.0107333333333333,0.1377285325612945,0.3911111111111117
5,4.0,50.59541889877744,295.57994456656616,3169.2830814879494,0.4207537707390645,0.800371830137993,0.0093999999999999,0.8097718301379925,0.0
6,5.0,48.59093855951556,44.217454278724105,2951.5833958896865,0.4091886117694943,0.3757044986225384,0.0121333333333333,0.387837831955872,0.0
7,6.0,48.91191920630698,45.98490123641473,2688.777537677388,0.4083194713782948,1.10053004713779,0.0098,1.1103300471377897,0.0025
8,7.0,85.20472092165652,81.22170152290568,3025.69893400404,0.6385380056581039,0.4514207698683717,0.0126999999999999,0.4641207698683718,0.5825000000000005
9,8.0,42.46441269281776,46.78691843892764,3258.8197282827214,0.3660702444795582,0.3287227583523599,0.0093,0.3380227583523605,0.0
10,9.0,54.48448697059729,104.11378574109004,3576.596285806994,0.4513730408117662,0.5241247104960396,0.0133999999999999,0.5375247104960391,0.0552777777777777
11,0,45.97526547730018,50.59248645482551,3107.7608306945776,0.3434495469127818,1.1504807981111493,0.009100000000000002,1.159580798111149,0.0
12,1,61.87130112181234,98.64647993248306,2979.2237371524443,0.45411697371256177,0.5577871025040402,0.009833333333333335,0.5676204358373736,0.010277777777777778
13,2,54.36258212858064,81.51538390759617,3449.5080757197707,0.4017701106083459,0.33270662831073033,0.010766666666666666,0.3434732949773973,0.0
14,3,59.00960762059988,134.19417523517538,3054.4314946561067,0.4335997949037164,0.28176833964200904,0.010666666666666666,0.29243500630867597,0.0
15,4,60.48130715079352,45.357633566495075,3651.6527843594986,0.43776250528701494,0.1898340035150474,0.010299999999999997,0.2001340035150472,0.0
16,5,68.17927234932937,89.81017959561242,3347.825378345903,0.48355142869113393,0.3081590873355574,0.009066666666666662,0.3172257540022244,0.08638888888888882
17,6,73.4249994450004,110.89483900254403,3482.4739226920906,0.5294452025824575,0.40629511127155093,0.012933333333333324,0.41922844460488434,0.17916666666666659
18,7,68.07936630643329,46.911783377346666,3065.565919655019,0.4710171778112954,0.5599888707933712,0.011366666666666664,0.5713555374600376,0.05305555555555555
19,8,66.72456251422675,70.72768212861986,3370.5379366702227,0.49482469255508477,0.22190608655078184,0.011966666666666662,0.23387275321744852,0.18138888888888877
20,9,79.75389084729761,467.9941466851598,2253.10278441721,0.5622878749790516,0.38345229694365895,0.013466666666666658,0.39691896361032564,0.33555555555555566
