,Epoch index,age_of_view,timeliness,consistence,completeness,queuing_time,transmitting_time,service_time,service_rate
0,,,,,,,,,
1,0.0,42.1510602341063,102.68934266189754,3162.76680677063,0.3764505424676991,0.7653449806221322,0.0088333333333333,0.7741783139554652,0.0227777777777777
2,1.0,38.15052885066297,118.52370129548756,2925.578170973869,0.3409135732640634,0.7585508984307213,0.0086666666666666,0.7672175650973876,0.0
3,2.0,41.930948960972806,109.02224297828776,3048.65576401972,0.3702081916812307,0.7566013613620244,0.0093999999999999,0.766001361362024,0.0427777777777777
4,3.0,47.204518817446136,102.00227619118084,3088.193428978308,0.4126782023350652,0.7713406834734562,0.0092666666666666,0.7806073501401226,0.0325
5,4.0,47.35059250482292,109.83758956992042,3127.493974308418,0.4145505787785199,0.7583617775792251,0.0099666666666666,0.7683284442458911,0.0325
6,5.0,53.74496453124992,103.19599019347338,3104.3550137849884,0.4602997587924056,0.758548878644286,0.0090333333333333,0.7675822119776187,0.0819444444444444
7,6.0,45.49705926213492,109.74976802058492,3125.088638873647,0.4014781067697734,0.7632196772403138,0.0091666666666666,0.7723863439069799,0.0447222222222222
8,7.0,45.84995461875569,111.40435648468704,3086.04056732063,0.402012623995467,0.7566476657581315,0.0093666666666666,0.7660143324247974,0.0386111111111111
9,8.0,42.235803201480365,108.2243498156401,3046.86895649532,0.3770213784944175,0.7667937904274128,0.0084999999999999,0.7752937904274121,0.0
10,9.0,44.82919961594,104.52496371532357,3119.794354953758,0.3925292351983525,0.7580239557000034,0.0085999999999999,0.7666239557000026,0.0427777777777777
11,0,46.52453114843259,45.23918798901344,1623.5380711012403,0.34247690372445283,0.34187444340007117,0.0054,0.3472744434000713,0.0
12,1,46.3695946466957,84.22301830278113,1680.6334657689943,0.3416676372828333,1.2120545022112459,0.005533333333333334,1.2175878355445788,0.0
13,2,79.9453029753095,54.53841740223839,1680.639432536727,0.52444886758122,1.0731778322890069,0.006533333333333334,1.0797111656223395,0.24472222222222212
14,3,52.105170409673995,46.36588046387271,1653.0841536461448,0.3798944043429336,0.39464588128468336,0.0057333333333333325,0.4003792146180169,0.02027777777777778
15,4,58.73049311181675,52.11524014493299,1721.506628618595,0.42097962304579983,0.21639224232456797,0.005733333333333333,0.22212557565790125,0.025833333333333337
16,5,55.36392099613135,42.22084115179659,1671.4674248826568,0.39666591451395355,0.2444168652584658,0.0054,0.24981686525846575,0.035833333333333335
17,6,50.65462988781151,49.1114398369098,1701.557425111562,0.37106713810880465,0.25984763874113254,0.005266666666666666,0.26511430540779923,0.005555555555555556
18,7,52.24609753419123,47.086550114273194,1664.5273409905897,0.3793528903014197,0.3238610995210412,0.0056,0.3294610995210414,0.025833333333333337
19,8,64.58356494123034,79.77894095884466,1671.6994679266697,0.4586698289002208,1.2034178666163695,0.006900000000000001,1.2103178666163692,0.05555555555555554
20,9,58.799673272583846,76.02303970943102,1698.4282642259104,0.42005264669970555,0.9921129493996894,0.005266666666666666,0.9973796160663555,0.0
