,Epoch index,age_of_view,new_age_of_view,timeliness,consistence,completeness,intel_arrival_time,queuing_time,transmitting_time,service_time,service_rate,received_data,required_data
0,,,,,,,,,,,,,
1,0,95.16390191368671,66.4181211984514,70.00723691138276,3.177352577160493,0.3716141975308642,47.23228674336953,0.3134565991730262,0.4833611111111112,48.029104453653645,0.08527777777777774,939,2443
2,1,91.31926632709688,62.9942488333436,62.40815767076834,3.1163564506172836,0.3510086419753085,46.47636459571619,0.30885075451622623,0.4866388888888885,47.27185423912129,0.08399999999999996,906,2443
3,2,94.74565493283873,66.65415651197945,69.30008429870315,3.1119597496220717,0.3685604938271605,46.49728583900619,0.3106592548588645,0.4755833333333332,47.283528427198405,0.0920555555555555,951,2443
4,3,95.5600041278246,67.04106540472354,67.99683199031735,3.2887377629755616,0.37408333333333327,46.53848470176834,0.31134869526165104,0.5030833333333331,47.35291673036331,0.09138888888888883,949,2443
5,4,95.11313023096527,68.0166012541745,63.253123506956264,916.5058078703703,0.3804462962962962,46.46092992685103,0.3091047249089823,0.5034722222222221,47.27350687398223,0.0902777777777777,996,2443
6,5,96.8565974847198,69.68477963620556,65.10512878901721,3.1465282927059706,0.379375925925926,46.499973102232204,0.30924356892721033,0.4925555555555555,47.30177222671498,0.1103888888888888,959,2443
7,6,94.38264536510208,66.52891710104859,67.32220074343815,3.343093672839505,0.36615185185185195,46.47597460650448,0.3099339671321424,0.4878333333333335,47.27374190696999,0.09538888888888881,939,2443
8,7,95.09985133274292,67.0230030987057,63.38113567663807,3.3369149133912805,0.3701509259259258,46.42368733379917,0.310642829700735,0.4716666666666667,47.20599683016655,0.09749999999999993,929,2443
9,8,92.52255406778625,64.34640627813602,57.52492708495138,3.0399659306500375,0.353482098765432,46.475065515364285,0.30989835108940555,0.4916111111111113,47.27657497756484,0.08899999999999995,912,2443
10,9,94.4602470319427,67.52478184456673,61.20518484795066,950.3357184807256,0.3779092592592594,46.58141968112264,0.31191555499492096,0.4911388888888888,47.38447412500646,0.09194444444444437,1006,2443
11,10,91.9341084835505,63.36345984687019,64.3160701819185,3.0645415123456785,0.3521623456790122,46.40809567144622,0.31059925981649794,0.49149999999999977,47.21019493126268,0.08733333333333328,888,2443
12,11,95.40517093926078,67.29259104000916,65.67028136511921,3.198910493827159,0.3710358024691358,46.38449431835784,0.3112566701861146,0.47638888888888886,47.17213987743284,0.09622222222222215,938,2443
13,12,93.43009479538175,65.82875333038362,62.08185274535859,3.2056320930964977,0.36174197530864194,46.50828188053498,0.3125304212700725,0.49649999999999994,47.31731230180508,0.09277777777777771,905,2443
14,13,94.25909072900849,66.73410821705394,61.606183519475564,3.282018806689343,0.36507376543209885,46.55832764826023,0.3124401751504304,0.48708333333333326,47.35785115674397,0.09944444444444436,914,2443
15,14,95.90561244583749,68.3702132206897,62.584120419966666,952.4926230246915,0.38551697530864204,46.422910716805504,0.3104670807832762,0.5002222222222225,47.23360001981106,0.08611111111111105,1013,2443
16,15,94.77431420443811,67.55877607216215,65.47282041254935,3.3513562405517763,0.3685175925925924,46.464726395564604,0.31075946155996065,0.4904444444444447,47.26593030156904,0.09999999999999992,911,2443
