,Epoch index,age_of_view,timeliness,consistence,completeness,queuing_time,transmitting_time,service_time,service_rate
0,,,,,,,,,
1,0.0,92.37535944334162,33.18749465059826,1404.025388656901,0.5888465538637104,0.4391173330005444,0.0205333333333333,0.4596506663338778,0.363055555555556
2,1.0,93.28183682537797,34.31128948861522,852.3810736182663,0.5710146719656521,0.4479730174129738,0.0219666666666666,0.4699396840796405,0.288888888888889
3,2.0,97.73793663450344,33.3403516200738,1989.538485474763,0.6110074965883786,0.4326921716228672,0.0199666666666666,0.4526588382895338,0.4930555555555566
4,3.0,91.2741000193372,33.342988080365,712.8691723281888,0.5648735565451247,0.4077804774742809,0.0229333333333333,0.4307138108076145,0.2719444444444445
5,4.0,99.44278020179152,34.0350237637565,537.916728767575,0.5806015246554463,0.4509482383320659,0.0223333333333333,0.4732815716653993,0.2891666666666667
6,5.0,85.45520295479234,34.81298317843051,794.1281179271599,0.5569639914370307,0.4541366520851917,0.0223999999999999,0.4765366520851917,0.2363888888888886
7,6.0,96.23450339234388,32.972657285126495,1478.378038055658,0.6030903590781039,0.4344129145789764,0.0208666666666666,0.4552795812456433,0.3372222222222225
8,7.0,100.5778893079368,31.931952191210573,479.5360976896064,0.5826722559394125,0.4552093575012679,0.0241999999999999,0.479409357501268,0.3327777777777779
9,8.0,94.23902204645788,31.89164234935157,1988.8057413937152,0.598621801854645,0.4283207893969443,0.0200666666666666,0.4483874560636109,0.3963888888888894
10,9.0,95.05581051835266,33.6015556461475,1508.6767637121754,0.5926382973417287,0.4414898180748067,0.0205999999999999,0.4620898180748068,0.3388888888888892
11,0,65.6175890172416,40.25586325085288,2724.328099726877,0.4663216001500315,0.2612837609493917,0.013633333333333327,0.2749170942827251,0.04333333333333333
12,1,67.20272643219698,45.58042548328062,2297.006845311747,0.4769520966506256,0.28314028020966536,0.014933333333333323,0.29807361354299866,0.10388888888888881
13,2,61.38230473232676,41.76926396123918,2435.990454710864,0.4460531265212639,0.28928502302986436,0.01523333333333332,0.3045183563631978,0.028055555555555556
14,3,70.14921152374369,35.16263406369288,2365.3283176146474,0.48636154604291865,0.28271975310335357,0.016899999999999984,0.2996197531033536,0.09805555555555548
15,4,63.33740488508755,41.201472530106365,2855.5959058048857,0.4550074576839281,0.29309691485720446,0.016099999999999982,0.3091969148572046,0.08305555555555554
16,5,71.59503624125585,51.15770114869933,1836.752505927507,0.48786623053779893,0.2257007764970212,0.0086,0.2343007764970212,0.14583333333333326
17,6,64.56311697545755,37.52007630634064,2331.715449225977,0.45747062115444437,0.28903690131843535,0.01506666666666665,0.30410356798510224,0.054166666666666655
18,7,72.76929399491675,46.56647435360103,2596.661156246051,0.5127894151962777,0.2546796531286486,0.012933333333333324,0.26761298646198195,0.16861111111111102
19,8,61.76948066873257,36.40142404355788,2120.105909607287,0.44074217422011536,0.2793717516077648,0.014499999999999992,0.29387175160776485,0.06861111111111108
20,9,67.7748673936169,38.61132189022736,2031.885522665634,0.4631120278595764,0.26533262174126404,0.013166666666666658,0.27849928840793087,0.08805555555555551
