,Epoch index,age_of_view,timeliness,consistence,completeness,queuing_time,transmitting_time,service_time,service_rate
0,,,,,,,,,
1,0.0,94.8890857715125,66.72286208602063,202.34196523176948,0.5862687030652712,0.1039185650258492,0.0127333333333333,0.1166518983591826,0.3863888888888891
2,1.0,95.77134890326924,66.49755919603341,795.9354740230488,0.6209633071177184,0.1226755442019532,0.0112666666666666,0.1339422108686198,0.6000000000000002
3,2.0,85.55530536865261,66.41579362957795,781.1321678886974,0.576539489014979,0.1042632498438566,0.0117999999999999,0.1160632498438566,0.2844444444444443
4,3.0,102.3708246014566,65.66668008297849,449.5582148042522,0.6251666197818151,0.1220912149169847,0.0141333333333333,0.136224548250318,0.553611111111112
5,4.0,92.70721484448218,66.57322520382506,175.07888205835414,0.5722391386754127,0.1081813121918752,0.0137999999999999,0.1219813121918752,0.2758333333333335
6,5.0,98.69630848214076,65.80956534410132,307.9365733559055,0.6001759708156763,0.1696511062039584,0.0138333333333333,0.1834844395372918,0.3486111111111115
7,6.0,89.7456218632437,50.4843219105543,291.5779316759317,0.5637762016487503,0.1229121077297189,0.0206999999999999,0.1436121077297189,0.2644444444444444
8,7.0,94.6109105828244,67.43198808881665,383.69372592951487,0.6035091156120562,0.1241830220450391,0.0164333333333333,0.1406163553783725,0.4208333333333339
9,8.0,87.67661346546322,65.84994615226383,294.3814404427947,0.566754262531223,0.1213324464771546,0.0136,0.1349324464771545,0.2402777777777778
10,9.0,90.80188866253648,68.02345235715075,279.8014344204121,0.5791605287414102,0.1239543593980662,0.0126333333333333,0.1365876927313996,0.3077777777777777
11,0,61.93466799383463,26.605358942111014,2934.6385927036786,0.43769722461634225,0.15704763532734417,0.012099999999999991,0.1691476353273441,0.0
12,1,67.62739362997556,30.991608389392788,3312.8653301191935,0.4743086310022585,0.1727686056130276,0.015899999999999994,0.1886686056130276,0.010555555555555556
13,2,64.48796655965047,27.27834733649737,2904.010784177804,0.45195981369755894,0.16973261128932673,0.012533333333333322,0.18226594462266005,0.035555555555555556
14,3,70.68995375316547,27.439682770930904,3300.826743597056,0.48281238478297306,0.17810162435404014,0.013499999999999984,0.1916016243540401,0.058055555555555534
15,4,69.70273235662212,29.346964961877706,3413.494700512692,0.48292019899127764,0.1618348341500253,0.013033333333333327,0.17486816748335865,0.055555555555555546
16,5,78.29339032600056,27.455961046381162,2854.2303179951327,0.5186566083698434,0.15718826103896852,0.01196666666666666,0.16915492770563523,0.06499999999999999
17,6,70.82294628086464,31.704986975644932,2572.9959963954593,0.482818097751921,0.17599087063313948,0.012199999999999989,0.18819087063313944,0.018055555555555557
18,7,69.71900572891448,32.54018052862532,2219.4845483061517,0.4849788878514363,0.15165485730452374,0.01119999999999999,0.16285485730452373,0.06583333333333331
19,8,67.92733884307559,23.426419351383792,2752.158833402716,0.46816056864341193,0.16200769948137986,0.012333333333333328,0.1743410328147132,0.0
20,9,58.24132822664623,24.51148497953208,3214.862810710671,0.4155810539315442,0.16973384166560065,0.01189999999999999,0.18163384166560062,0.0
